A07.2,Cryptosporidiosis,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [r],anorexia [r],fecal leukocytes [n],vomiting [p],watery diarrhea [c],abdominal pain [c],pulmonary infection in immunocompromised pt [p],malaise [c],positive cryptosporidium direct fluorescence stain of stool [d],negative cryptosporidium direct fluorescence stain of stool [g],positive cryptosporidium NAAT of stool [d],negative cryptosporidium NAAT of stool [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B76.9,Cutaneous larva migrans,infant,child,adult,elderly,male,female,mozambique,africa,asia,erythematous linear lesion [c],erythematous vesicular lesion [c],pruritic linear lesion [c],pruritic vesicular lesion [c],linear lesion on foot [c],vesicular lesion on foot [c],contact with moist sand [c],contact with beach sand [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07.8,Cyclosporiasis,infant,child,adult,elderly,male,female,mozambique,africa,asia,watery diarrhea [a],abdominal pain [c],nausea [c],anorexia [c],fatigue [c],abdominal cramps [p],bloating [p],flatulence [p],weight loss [p],myalgia [p],fever [r],cyclospora in stool smear [d],cyclospora in cold acid-fast stained stool smear [d],arthritis [r],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B69,Cysticercosis,infant,child,adult,elderly,male,female,mozambique,africa,asia,painless rubbery skin nodules [c],painless rubbery soft tissue nodules [c],calcifications on X-ray [c],pork ingestion [c],Taenia infection [c],seizures [p],increased ICP [p],mental status changes [p],eosinophilia [h],focal neurological deficits [p],spinal mass [p],encephalitis [p],ocular mass [c],positive cysticercosis serology [d],negative cysticercosis serology [g],cysticercosis noted in biopsy [d],cysticercosis absent in biopsy [g],papilledema [p],pupil abnormalities [p],nystagmus [p],limited eye movement [p],ptosis [p],proptosis [p],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25,Cytomegalovirus infection,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],generalized lymphadenopathy [c],hepatosplenomegaly [c],pharyngitis without exudate [r],uveitis [p],retinitis [p],pneumonia in immunocompromised pt [p],"heterophile-negative ""mononucleosis"" [c]",pharyngitis with exudate [h],retinitis in immunocompromised pt [c],prostatitis [p],diarrhea [p],colitis [p],gastritis [p],wheezing in infant [c],sensorineuralhearing loss in infant [p],hemolytic anemia [p],mesenteric vein thrombosis [p],portal vein thrombosis [p],cholecystitis [p],positive CMV serology [e],negative CMV serology [h],positive CMV NAAT [e],negative CMV NAAT [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A90,A91",Dengue fever,infant,child,adult,elderly,male,female,mozambique,africa,asia,positive dengue serology [d],negative dengue serology [g],positive dengue NAAT [d],negative dengue NAAT [h],isolation of dengue from blood [d],fever [a],headache [c],retroorbital pain [c],myalgia [c],arthralgia [c],macular rash [c],hemorrhagic manifestations [c],leukopenia [e],isolation of dengue from serum [d],isolation of dengue from leukocytes [d],>4-fold change in reciprocal IgG or IgM antibody titers to dengue virus antigen [d],positive dengue PCR [d],negative dengue PCR [h],positive dengue ELISA [d],negative dengue ELISA [g],bradycardia [c],lymphadenopathy [p],conjunctival injection [p],pharyngitis [p],centrifugal rash [c],uveitis [p],retinitis [p],depression [p],,,,,,,,,,,,,,,,,,,,,,,,,
"A90,A91",Dengue hemorrhagic fever,infant,child,adult,elderly,male,female,mozambique,africa,asia,positive dengue serology [d],negative dengue serology [g],positive dengue NAAT [d],negative dengue NAAT [h],isolation of dengue from blood [d],fever [a],headache [c],retroorbital pain [c],myalgia [c],arthralgia [c],macular rash [c],hemorrhagic manifestations [c],leukopenia [e],isolation of dengue from serum [d],isolation of dengue from leukocytes [d],>4-fold change in reciprocal IgG or IgM antibody titers to dengue virus antigen [d],positive dengue PCR [d],negative dengue PCR [h],positive dengue ELISA [d],negative dengue ELISA [g],bradycardia [c],thrombocytopenia [c],petechiae [c],ecchymoses [c],purpura [c],mucosal bleeding [c],GI bleed [c],injection site bleeding [c],hematemesis[c],melena [c],>20% drop in hct after volume replacement treatment [e],>20% rise in hct for age and sex [e],<20% drop in hct after volume replacement treatment [g],<20% rise in hct for age and sex [g],pleural effusion [c],ascites [c],decreased total protein [e],lymphadenopathy [p],conjunctival injection [p],pharyngitis [p],centrifugal rash [c],uveitis [p],retinitis [p],depression [p],,,,,,,,,
"A90,A91",Dengue shock syndrome,infant,child,adult,elderly,male,female,mozambique,africa,asia,positive dengue serology [d],negative dengue serology [g],positive dengue NAAT [d],negative dengue NAAT [h],isolation of dengue from blood [d],fever [a],headache [c],retroorbital pain [c],myalgia [c],arthralgia [c],macular rash [c],hemorrhagic manifestations [c],leukopenia [e],isolation of dengue from serum [d],isolation of dengue from leukocytes [d],>4-fold change in reciprocal IgG or IgM antibody titers to dengue virus antigen [d],positive dengue PCR [d],negative dengue PCR [h],positive dengue ELISA [d],negative dengue ELISA [g],bradycardia [c],thrombocytopenia [c],petechiae [c],ecchymoses [c],purpura [c],mucosal bleeding [c],GI bleed [c],injection site bleeding [c],hematemesis[c],melena [c],>20% drop in hct after volume replacement treatment [e],>20% rise in hct for age and sex [e],<20% drop in hct after volume replacement treatment [g],<20% rise in hct for age and sex [g],pleural effusion [c],ascites [c],decreased total protein [e],rapid and weak pulse [c],pulse pressure <=20mmHg [e],hypotension for age [c],"cold, clammy skin [c]",mental status changes [c],lymphadenopathy [p],conjunctival injection [p],pharyngitis [p],centrifugal rash [c],uveitis [p],retinitis [p],depression [p],,,,
"B35,B36",Dermatophytosis,infant,child,adult,elderly,male,female,mozambique,africa,asia,scaling lesions of skin [c],scaling lesions of hair [c],scaling lesions of nails [c],pruritic lesions of skin [c],pruritic lesions of hair [c],pruritic lesions of nails [c],discolored lesions of hair [c],discolored lesions of skin [c],discolored lesions of nails [c],inflammation [h],regional lymphadenopathy [p],positive fungal culture of skin [d],negative fungal culture of skin [g],positive fungal culture of hair [d],negative fungal culture of hair [g],positive fungal culture of nails [d],negative fungal culture of nails [g],positive fungal microscopy of skin [d],negative fungal microscopy  of skin [g],positive fungal microscopy of hair [d],negative fungal microscopy  of hair [g],positive fungal microscopy of nails [d],negative fungal microscopy of nails [g],positive fungal NAAT [d],negative fungal NAAT [h],high ambient humidity [e],low ambient humidity [g],,,,,,,,,,,,,,,,,,,,,,,,,,
,Dientamoeba fragilis infection,infant,child,adult,elderly,male,female,mozambique,africa,asia,abdominal pain [c],watery diarrhea [c],mucous diarrhea [c],eosinophilia [e],flatulence [p],fatigue [p],anorexia [r],vomiting [r],weight loss [r],enterobiasis infection [e],trophozoites in stool [d],positive dientamoeba NAAT [d],negaitve dientamoeba NAAT [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A36,Diphtheria,infant,child,adult,elderly,male,female,mozambique,africa,asia,laryngitis [c],pharyngitis [c],tonsillitis [c],adherent membranes on tonsils [c],adherent membranes on pharynx [c],adherent membranes on nose [c],foot drop [p],wrist drop [p],neuropathy [p],>4-fold rise in diphtheria antibody (prior to diphtheria toxoid or antitoxin administration) [e],<4-fold rise in diphtheria antibody (prior to diphtheria toxoid or antitoxin administration) [g],>4-fold rise in diphtheria antibody (AFTER diphtheria toxoid or antitoxin administration) [f],<4-fold rise in diphtheria antibody (AFTER diphtheria toxoid or antitoxin administration) [f],positive diphtheria culture [d],negative diphtheria culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A36,Diphtheria - faucal,infant,child,adult,elderly,male,female,mozambique,africa,asia,laryngitis [c],pharyngitis [c],tonsillitis [c],adherent membranes on tonsils [c],adherent membranes on pharynx [c],adherent membranes on nose [c],foot drop [p],wrist drop [p],neuropathy [p],>4-fold rise in diphtheria antibody (prior to diphtheria toxoid or antitoxin administration) [e],<4-fold rise in diphtheria antibody (prior to diphtheria toxoid or antitoxin administration) [g],>4-fold rise in diphtheria antibody (AFTER diphtheria toxoid or antitoxin administration) [f],<4-fold rise in diphtheria antibody (AFTER diphtheria toxoid or antitoxin administration) [f],positive diphtheria culture [d],negative diphtheria culture [g],fever [p],chills [p],malaise [p],sore throat [p],hoarseness [p],dysphagia [p],cervical (neck) edema [p],lymphadenopathy [p],rhinorrhea [p],cough [p],stridor [p],wheezing [p],nausea [p],vomiting [p],headache [p],tachycardia [p],pallor [p],foul breath [p],tonsillar edema [p],uvular edema [p],"""bull neck"" [p]",speech difficulties [p],anterior cervical lymphadenopathy [p],petechial hemorrhages[p],,,,,,,,,,,,,,
A36,Diphtheria - cutaneous ,infant,child,adult,elderly,male,female,mozambique,africa,asia,>4-fold rise in diphtheria antibody (prior to diphtheria toxoid or antitoxin administration) [e],<4-fold rise in diphtheria antibody (prior to diphtheria toxoid or antitoxin administration) [g],>4-fold rise in diphtheria antibody (AFTER diphtheria toxoid or antitoxin administration) [f],<4-fold rise in diphtheria antibody (AFTER diphtheria toxoid or antitoxin administration) [f],positive diphtheria culture [d],negative diphtheria culture [g],punched-out skin ulcer with dirty gray membrane at margins [a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B70.0,Diphyllobothriasis,infant,child,adult,elderly,male,female,mozambique,africa,asia,abdominal pain [c],diarrhea [c],weight loss [c],asthenia [c],vertigo [c],flatulence [c],positive ova in feces [d],positive proglottids in feces [d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B71.1,Dipylidiasis,infant,child,adult,elderly,male,female,mozambique,africa,asia,diarrhea [c],abdominal distention [c],restless child [c],eosinophilia [e],fever [p],urticaria [p],proglottids on perianal region [d],positive proglottids in feces [d],proglottids in diapers [d],proglottids on floor covering [d],"""maggots"" on perianal region [d]","""maggots"" in feces [d]","""maggots"" in diapers [d]","""maggots"" on floor covering [d]","""larvae"" on perianal region [d]","""larvae"" in feces [d]","""larvae"" in diapers [d]","""larvae"" on floor covering [d]",proglottids on furniture [d],"""maggots"" on furniture [d]","""larvae"" on furniture [d]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B74.8,Dirofilariasis - pulmonary,infant,child,adult,elderly,male,female,mozambique,africa,asia,chest pain [p],cough [p],fever [p],dyspnea [p],eosinophilia [e],solitary pulmonary coin lesion on CXR [c],parasite visualized in lung biopsy [d],positive dirofiliaria serology [d],negative dirofiliaria serology [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B74.8,Dirofilariasis - cutaneous,infant,child,adult,elderly,male,female,mozambique,africa,asia,0.5-1.5cm skin nodule [c],parasite visualized in lung biopsy [d],positive dirofiliaria serology [d],negative dirofiliaria serology [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B72,Dracunculiasis,infant,child,adult,elderly,male,female,mozambique,africa,asia,nausea [c],urticaria [c],papule on lower leg [c],ruptured papule on lower leg [a],ruptured bulla on lower leg [a],bulla on lower leg [a],calcified worm on X-ray of lower leg [a],eosinophilia [e],blister on lower leg [a],fever [c],swelling of lower leg [c],pain and burning of lower leg [c],rupture of blister on placement in water [d],worm in discharge from lower leg blister [d],ulcer on lower leg [a],arthritis [c],vomiting [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Echinococcosis - hepatic,infant,child,adult,elderly,male,female,mozambique,africa,asia,abdominal pain [c],palpable mass in RUQ [p],pancreatitis [p],fever [p],pruritis [p],urticaria [p],eosinophilia [e],anaphylaxis [p],calcified hepatic cyst on X-ray [p],positive echinococcus serology [d],negative echinococcus serology [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Echinococcosis - extra-hepatic,infant,child,adult,elderly,male,female,mozambique,africa,asia,positive echinococcus serology [d],negative echinococcus serology [g],cyst in bone [p],cyst in brain [p],cyst in lung [p],cyst in muscle [p],cyst in joint [p],cyst in thyroid [p],cyst in spleen [p],cyst in parapharyngeal space [p],cyst in paranasal sinus [p],non-calcified cyst on x-ray [e],non-calcified cyst on US [e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Echinococcosis - pulmonary cysts,infant,child,adult,elderly,male,female,mozambique,africa,asia,positive echinococcus serology [d],negative echinococcus serology [g],cough [c],hemoptysis [c],chest pain [c],cyst in lung [c],cyst on CXR [c],anaphylaxis [p],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A65,Endemic syphilis (bejel),infant,child,adult,elderly,male,female,mozambique,africa,asia,oral mucous patches [c],generalized lymphadenopathy [c],condyloma lata [p],shared utensils [c],painless ulcer on oral mucosa [c],positive VDRL [e],negative VDRL [g],positive RPR [e],negative RPR [g],positive FTA-ABS [d],negative FTA-ABS [h],spirochetes on darkfield microscopy [d],positive direct fluorescent antibody testing [d],negative direct fluorescent antibody testing [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I33,Endocarditis - infectious,infant [n],child [g],adult,elderly,male,female,mozambique,africa,asia,"fever (chronic,>3wks) [c]",chills [c],night sweats [c],anorexia [c],weight loss [c],fatigue [c],arthritis [c],glomerulonephritis [c],positive rheumatoid factor [e],elevated ESR [e],murmur (new) [d],murmur (any) [e],Osler node [22],Roth spot [9],Janeway lesion [16],splinter hemorrhage [d],splenomegaly [c],bradycardia [c],valvular vegetation on echo [d],history of IV drug use [c],history of rheumatic fever [c],persistently positive blood cultures [e],HAECK positive blood culture [d],history of prosthetic heart valve [c],fever [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,
B80,Enterobiasis,infant,child,adult,elderly,male,female,mozambique,africa,asia,nocturnal anal pruritus [a],vaginitis [p],abdominal pain [p],eosinophilia [r],positive scotch tape test [d],"anal ""tingling"" [a]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enterovirus infection,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [a],pharyngitis [a],rash [p],aseptic meningitis [p],encephalitis [p],conjunctivitis [p],herpangina [p],blisters in mouth [p],pneumonia [p],acute flaccid paralysis [p],chest pain [p],positive enterovirus serology [d],negative enterovirus serology [g],positive enterovirus NAAT [d],negative enterovirus NAAT [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Enterovirus infection - hand, foot, and mouth disease",infant [c],child [c],adult,elderly,male,female,mozambique,africa,asia,fever [a],pharyngitis [a],complete nail shedding [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Epidural abscess - intracranial,infant,child,adult,elderly,male,female,mozambique,africa,asia,focal neurological signs [c],focal seizures [c],seizures [c],mental status changes [c],headache [c],sinusitis [c],papilledema [c],rapid neurological deterioration [c],ring-enhancing lesion on brain imaging [d],history of IV drug use [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Epidural abscess - spinal,infant,child,adult,elderly,male,female,mozambique,africa,asia,focal vertebral pain [c],radicular pain [c],radiculopathy [c],paralysis [c],flaccid hyporeflexia [c],ring-enhancing lesion on spinal imaging [d],history of IV drug use [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Erysipelas,infant,child,adult,elderly,male,female,mozambique,africa,asia,"""fiery-red"" superficial facial swelling [a]","""fiery-red"" superficial extremity swelling [a]",lesion with well-defined area of induration [c],intense pain around indurated lesion [c],flaccid bullae [c],desquamation of lesion [c],gram positive bacteria on aspirate of lesion [e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cellulitis,infant,child,adult,elderly,male,female,mozambique,africa,asia,local pain in skin area [a],erythematous patch of skin [c],swollen patch of skin [c],history of trauma to skin [c],history of insect bite [c],history of needle insertion [c],history of surgery [c],lymphangitis [c],fever [c],lymphedema [c],gram positive bacteria on aspirate of lesion [e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A26,Erysipeloid,infant,child,adult,elderly,male,female,mozambique,africa,asia,annular erythema on hands or fingers [c],target lesion on hands or fingers [c],contact with raw animal products [c],contact with raw fish products [c],pain and swelling in hands or fingers [c],fever [r],positive erysipelothrix culture [d],negative erysipelothrix culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L08.1,Erythrasma,infant,child,adult,elderly,male,female,mozambique,africa,asia,slowly spreading red-brown pruritic patches [a],pruritic patch in groin [c],pruritic patch in axilla [c],obesity [c],diabetic [c],red fluorescence on Wood's lamp examination [d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enterotoxic E. coli (ETEC),infant,child,adult,elderly,male,female,mozambique,africa,asia,watery diarrhea [a],bloody diarrhea [h],mucus diarrhea [h],fever [r],vomiting [r],dysentery [c],positive E. coli stool culture [d],negative E. coli stool culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enteropathogenic E. coli (EPEC),infant [c],child [c],adult [r],elderly [r],male,female,mozambique,africa,asia,watery diarrhea [a],bloody diarrhea [h],mucus diarrhea [h],fever [c],vomiting [c],positive E. coli stool culture [d],negative E. coli stool culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enteroinvasive E. coli (EIEC),infant,child,adult,elderly,male,female,mozambique,africa,asia,watery diarrhea [a],dysentery [r],,,,positive E. coli stool culture [d],negative E. coli stool culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enterohemorrhagic E. coli (EHEC),infant,child,adult,elderly,male,female,mozambique,africa,asia,bloody diarrhea [a],fever [c],abdominal cramps [c],hemolytic-uremic syndrome [c],arthritis [p],positive E. coli stool culture [d],negative E. coli stool culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enteroaggregative E. coli (EAggEC),infant,child,adult,elderly,male,female,mozambique,africa,asia,watery diarrhea [a],vomiting [h],fever [p],bloody diarrhea [p],positive E. coli stool culture [d],negative E. coli stool culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B663,Fascioliasis,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],abdominal pain [c],urticaria [c],hepatomegaly [p],anemia [p],jaundice [p],cholangitis [p],eosinophilia [e],colicky RUQ pain [c],epigastric pain [c],pancreatitis [r],positive fasciola ova in stool [d],negative fasciola ova in stool [g],positive fasciola serology [d],negative fasciola serology [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B74.0,Filariasis - Bancroftian,infant,child,adult,elderly,male,female,mozambique,africa,asia,episodic lymphangitis [c],lymphadenitis [c],eosinophilia [e],epididymitis [c],orchitis [c],hydrocoele [c],progressive edema [c],episodic fever [p],headache [p],back pain [p],nausea [p],arthritis [c],funiculitis [c],persistent lymphadenopathy [p],pretibial pitting edema [p],nonpitting edema involving entire leg [a],microscopic hematuria [c],positive microfilaria serology [d],negative microfilaria serology [g],positive microfilaria NAAT [d],negative microfilaria NAAT [h],microfilaria in nocturnal blood sample [d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gastroenteritis - viral,infant,child,adult,elderly,male,female,mozambique,africa,asia,abdominal cramps [c],nausea [p],vomiting [c],diarrhea [c],watery stools [c],bloody stools [h],fecal leukocytes [h],myalgia [p],malaise [p],headache [p],febrile seizure [p],positive norwalk antigen in stool [d],negative norwalk antigen in stool [g],positive norwalk serology [d],negative norwalk serology [g],positive norwalk NAAT [d],negative norwalk NAAT [h],necrotizing enterocolitis in newborn [d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L27.8,Gianotti-Crosti syndrome,infant [p],child [c],adult [p],elderly,male,female,mozambique,africa,asia,discrete flat-topped papules on face [a],discrete flat-topped papules on extensor surfaces [a],discrete flat-topped papules on buttocks [a],pruritis [p],skin-colored [p],erythematous [p],axiallary lympadenopathy [c],inguinal lymphadenopathy [c],anicteric hepatitis [c],hepatomegaly [c],spongiosis of upper epidermis and upper dermis on skin biopsy [d],perivascular lymphocytic and histiocytic infiltrates on skin biopsy [d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07.1,Giardiasis,infant,child,adult,elderly,male,female,mozambique,africa,asia,watery diarrhea [a],foul-smelling diarrhea [a],explosive diarrhea [a],flatulence [c],abdominal pain [c],abdominal distention [c],nausea [c],asthenia [c],anorexia [c],weight loss [c],fever [c],IgA deficiency [e],malnutrition [e],vitamin A deficiency [e],arthritis [p],positive string test [e],positive giardia on stool microscopy [d],negative giardia on stool microscopy [g],positive giardia NAAT [d],negative giardia NAAT [h],bulky diarrhea [c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B83.1,Gnathostomiasis,infant,child,adult,elderly,male,female,mozambique,africa,asia,nausea [c],abdominal pain [c],urticaria [c],ingestion of raw meat [c],ingestion of raw poultry [c],ingestion of raw fish [c],ingestion of raw frog [c],migratory nodules in skin [c],migratory nodules in soft tissues [c],migratory nodules in eye [c],eosinophilia [e],radiculopathy [r],paralysis [r],painful tissue swelling [c],pruritic tissue swelling [c],erythematous tissue swelling [c],hepatomegaly [c],CSF eosinophilia [e],pleural fluid eosinophilia [e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A54,Gonococcal infection,infant [n],child,adult,elderly,male,female,mozambique,africa,asia,conjunctivitis in infant [c],dysuria [c],penile discharge [c],testicular pain [c],pelvic pain [c],sore throat [c],Chandliers sign (cervical motion tenderness) [d],urethral pain [c],gram negative diplococci PRESENT (male urethra) [99],gram negative diplococci ABSENT (male urethra) [0.01],gram negative diplococci PRESENT (female endocervical) [21.66],gram negative diplococci ABSENT (female endocervical) [0.36],positive EIA (male urethra) [19],negative EIA (male urethra) [0.05],positive EIA (female endocervical) [49.5],negative EIA (female endocervical) [0.01],positive urine LE [15],negative urine LE [41],positive DNA probe [99],negative DNA probe [0.01],unilateral testicular swelling [c],purulent and mildly odorous penile discharge [c],fever [c],painful genital pustules [c],suppurative arthritis [c],vomiting [c],RUQ pain [p],conjunctivitis [c],rectal pain [p],tenesmus [p],bloody diarrhea [p],rectal discharge [p],joint pain [p],rash [p],,,,,,,,,,,,,,,,,,,
A58,Granuloma inguinale,infant,child,adult,elderly,male,female,mozambique,africa,asia,small painless papule on perineum or genitals [c],small painless nodule on perineum or genitals [c],painless slowly expanding skin nodule on perineum or genitals [c],painless ulcerating skin nodule on perineum or genitals [c],lymphedema in perineum or genitals [p],gram negative bacillus on gram stain of scraping [d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hepatitis A,infant,child,adult,elderly,male,female,mozambique,africa,asia,oral-anal contact [c],jaundice [c],anorexia [c],fever [c],fatigue [c],itching [p],pale stools [c],nausea [c],vomiting [c],RUQ pain [c],positive anti-HAV IgM [d],positive anti-HAV IgG [e],elevated LFTs [e],decreased albumin [e],increased bilirubin [e],ALT:LDH <9:1 [g],ALT:LDH >9:1 [e],acute renal failure [r],dark urine [c],arthritis [p],rash [p],encephalopathy [r],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hepatitis B,infant,child,adult,elderly,male,female,mozambique,africa,asia,homosexual [c],health worker [c],needle-stick injury [c],IV drug use [c],HIV infection [c],jaundice [c],rash [p],dermatitis [p],fatigue [c],fever [p],anorexia [c],nausea [p],vomiting [c],myalgia [p],arthralgia [p],arthritis [p],glomerulonephritis [p],blood in UA [p],birth to HBV+ mother [d],sexual exposure to HBV+ person [d],exposure to HB+ blood [d],positive HBsAg [d],positive HBeAg [d],positive anti-HBc IgM [d],positive anti-HBc IgG [d],elevated LFTs [e],decreased albumin [e],increased PT [e],ALT:LDH <9:1 [g],ALT:LDH >9:1 [e],ALT>AST [e],pancreatitis [r],,,,,,,,,,,,,,,,,,,,,
,Hepatitis C,infant,child,adult,elderly,male,female,mozambique,africa,asia,health worker [c],tattoo [c],needle-stick injury [c],IV drug use [c],transfusion recipient [c],birth to HCV+ mother [d],jaundice [c],RUQ pain [p],ascites [p],hemorrhoids [p],fatigue [c],fever [p],itching [p],anorexia [c],nausea [p],vomiting [p],pale stools [p],sexual exposure to HCV+ person [d],blistering rash on sun-exposed skin [e],glomerulonephritis [c],blood in UA [p],positive anti-HCV ELISA [d],positive HCV RNA [d],positive HCV RIBA (recombinant immunoblot assay) [d],decreased albumin [e],elevated LFTs [e],increased PT [e],ALT:LDH <9:1 [g],ALT:LDH >9:1 [e],elevated ALT [e],ALT>AST [e],,,,,,,,,,,,,,,,,,,,,,
B17.0,Hepatitis D,infant,child,adult,elderly,male,female,mozambique,africa,asia,Hepatitis B infection [e],positive anti-HDV [d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B17.2,Hepatitis E,infant,child,adult,elderly,male,female,mozambique,africa,asia,oral-anal contact [c],jaundice [c],anorexia [c],fever [c],fatigue [c],itching [p],pale stools [c],nausea [c],vomiting [c],RUQ pain [c],positive anti-HEV IgM [d],positive anti-HEV IgG [e],elevated LFTs [e],decreased albumin [e],increased bilirubin [e],ALT:LDH <9:1 [g],ALT:LDH >9:1 [e],acute renal failure [r],dark urine [c],arthritis [p],rash [p],encephalopathy [r],pancreatitis [r],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B17.8,Hepatitis G,infant,child,adult,elderly,male,female,mozambique,africa,asia,anicteric [a],elevated LFTs [c],needle-stick injury [c],IV drug use [c],positive anti-HGV IgM [d],positive anti-HGV IgG [e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00.4,Herpes B infection,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],malaise [c],myalgia [c],nausea [c],abdominal pain [c],headache [c],dermal vesicles [p],lymphadenopathy [c],contact with monkey [a],monkey bite [a],meningitis [r],positive herpes B culture [d],negative herpes B culture [g],positive herpes B NAAT [d],negative herpes B NAAT [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Herpes simplex encephalitis,infant,child,adult,elderly,male,female,mozambique,africa,asia,fever [c],headache [c],confusion [c],focal neurological findings [c],behavioral changes [c],focal weakness [c],ataxia [c],hemiparesis [c],memory loss [c],photophobia [p],cranial neuropathy [p],papilledema [p],loss of visual fields [p],changes in sense of smell [p],choreoathetosis [p],negative CSF viral culture [f],positive herpes simplex NAAT [d],negative herpes simplex NAAT [h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Herpes simplex infection,infant [n],child,adult,elderly,male,female,mozambique,africa,asia,recurrent localized painful vesicles on an erythematous base [a],regional lymphadenopathy [c],neuropathy preceding development of vesicles [p],hyperesthesia preceding development of vesicles [p],ulcerative lesions on an erythematous base [c],anorexia [p],malaise [p],fever [p],tender bilateral lymphadenopathy [c],positive herpes simplex NAAT [d],negative herpes simplex NAAT [h],positive herpes simplex culture [d],negative herpes simplex culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Herpes simplex infection - neonatal,infant,child,adult,elderly,male,female,mozambique,africa,asia,recurrent localized painful vesicles on an erythematous base [a],vesicular rash [c],hypothermia [c],lethargy [c],seizures [c],respiratory distress [c],hepatosplenomegaly [c],thrombocytopenia [e],hepatic dysfunction [e],CSF pleocytosis [e],positive herpes simplex NAAT [d],negative herpes simplex NAAT [h],positive herpes simplex culture [d],negative herpes simplex culture [g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
